Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bermudas,BMU,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Bolivia,BOL,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,12.63370989,22.96629094,19.36850369,18.10870523,15.64383951,13.14004509,0.002490992,9.990157421,4.130515684,-1.561481607,9.279325007,
Brasil,BRA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,13.71888687,16.5779268,13.20689898,10.13768984,12.91188705,11.55896755,11.39080224,4.190150913,7.104205464,8.136261479,17.02427159,
Barbados,BRB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,3.758714738,3.168232832,6.121645792,4.152880717,1.215054597,-0.188611974,,,
Brunei Darussalam,BRN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,4.807045687,10.05489181,0.899078958,1.466268966,3.221126116,-1.759365056,1.509268993,-0.441585056,2.8375155,4.268959962,-0.429671234,
Bhután,BTN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,16.64378961,4.388710165,5.79017661,3.746539085,25.91497661,3.887279399,23.53443107,17.32735651,6.550358878,12.42647408,28.00164044,
Botswana,BWA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,10.70163227,4.440318983,9.994029659,8.434674305,4.593309029,19.87549824,5.391076852,2.71694718,8.318946648,7.990081267,5.892459913,
República Centroafricana,CAF,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,16.12918206,13.79416721,1.555291153,5.616222335,14.57992043,5.3125,5.750082427,10.30301252,14.04837755,8.916387726,,
Canadá,CAN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Europa Central y del Báltico,CEB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Suiza,CHE,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,5.501184989,11.22888146,13.00498116,4.075687436,4.569954797,0.079414515,3.307386975,,,,,
Islas del Canal,CHI,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Chile,CHL,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,7.714455795,22.87669793,10.30077464,11.74286803,8.742519505,9.151504104,4.901817449,0.556021108,4.177890502,12.16096903,14.06563347,
China,CHN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,18.94831461,17.32296979,14.39165202,13.58890221,11.01193614,13.34310169,11.33311895,8.109777962,6.991061694,8.88227906,10.01356231,
Côte d'Ivoire,CIV,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,19.12041219,11.01579644,4.85589316,11.34016442,14.17779256,18.15469153,11.03846834,9.193404654,13.39670524,10.76098137,21.1007351,
Camerún,CMR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,13.80783321,10.13037311,-0.058902576,11.44527944,13.2432367,8.802922255,5.000987435,5.432283214,13.93785635,,,
"Congo, República Democrática del",COD,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,34.76428386,21.49685705,20.67060789,18.74037715,14.66030982,9.385459484,21.77489983,34.26826216,35.80148145,,,
"Congo, República del",COG,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,31.95524279,38.0524976,19.83495318,1.054921978,13.65567434,-11.39635477,-15.03190239,-11.5569235,-6.009807106,7.719676019,,
Colombia,COL,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,11.45766259,18.92381704,16.07160807,13.73479383,9.190896696,11.42099599,7.186568065,6.789771089,5.107176039,8.851657909,12.7083415,
Comoras,COM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,19.41206678,9.571786176,15.99116232,2.849631511,8.096941673,17.11032367,10.25964611,1.816792336,8.471500079,5.906699936,12.89702403,
Cabo Verde,CPV,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,5.405454556,4.584595414,6.304484511,11.41277416,7.437052926,6.237066584,8.356229335,6.505453095,1.394437383,8.448151687,3.760459586,
Costa Rica,CRI,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,0.941285852,5.43347065,9.932915774,9.61917073,14.26858649,4.028818581,3.086079938,1.547547898,2.159160742,4.039121342,17.77696485,
Estados pequeos del Caribe,CSS,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Cuba,CUB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Curacao,CUW,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Islas Caimán,CYM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Chipre,CYP,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
República Checa,CZE,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,1.876466797,2.75445023,4.790316757,5.810228999,5.919957157,7.950922787,6.527790796,10.3570967,6.311374883,6.358415076,9.956285244,
Alemania,DEU,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Djibouti,DJI,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,12.20016894,-4.466900883,15.0441792,6.936260547,6.487673949,19.02503161,8.765866155,21.91880847,-5.582255563,8.780660012,19.37923779,
Dominica,DMA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,2.637464941,2.645864161,11.30184588,3.042768802,4.969583975,3.520844046,6.116410356,17.20655335,1.566083139,-11.78416449,-11.76005105,
Dinamarca,DNK,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,7.878265509,-5.936200096,2.048302112,-9.373542067,14.10322643,9.911316313,-7.204906581,5.161180208,1.500906798,5.80775708,9.839544598,
República Dominicana,DOM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,12.33795208,12.56869091,9.953643675,11.95057469,9.26752299,12.11131552,9.752233798,9.710397989,6.636940293,11.66885622,21.75083638,
Argelia,DZA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,13.54843173,19.90700326,10.93691709,8.409999837,14.42367387,0.297131028,0.815774502,8.380854997,11.1022592,-0.757531113,7.445617346,
Asia oriental y el Pacífico (excluido altos ingresos),EAP,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
inicial del dividendo demográfico,EAR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Asia oriental y el Pacífico,EAS,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Europa y Asia central (excluido altos ingresos),ECA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Europa y Asia central,ECS,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Ecuador,ECU,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,16.43795053,16.61884158,16.95915289,13.95672374,14.94066027,-4.826604284,17.83346565,-20.01024463,4.676518279,8.854971413,9.958348707,
"Egipto, República Árabe de",EGY,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,12.41851334,6.664885736,12.34730479,18.89071658,15.76638521,18.60496444,39.50914199,20.4504937,13.30213982,13.27851085,19.7057864,
Zona del Euro,EMU,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Eritrea,ERI,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,15.59063134,14.62415077,14.39938415,16.46712371,12.90645947,,,,,,,
España,ESP,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Estonia,EST,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Etiopía,ETH,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Unión Europea,EUU,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Frágiles y situaciones de conflicto afectados,FCS,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Finlandia,FIN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Fiji,FJI,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,3.506392399,11.04757107,6.289298568,18.98595783,10.39538576,13.93564148,4.762070694,8.301492848,2.816293345,2.693975825,1.172490064,
Francia,FRA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Islas Feroe,FRO,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Micronesia (Estados Federados de),FSM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,-0.06405644,3.94594737,13.87361361,8.13607602,33.34659578,-8.289177204,22.03923196,10.73987764,2.330562116,1.011989746,15.62807432,
Gabón,GAB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,20.72192952,27.06502071,9.974192059,10.89679775,-2.63554693,0.35627928,-4.003359317,-17.41006189,33.2329864,1.363797545,,
Reino Unido,GBR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,3.990035844,-4.418049589,0.76994028,2.102305807,-2.534401765,1.97421476,8.716838179,8.296331613,5.299826049,-1.364158119,9.706440177,
Georgia,GEO,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,30.13266881,14.49858349,11.35512805,24.45525639,13.75693579,19.25037489,20.24351529,14.7774913,14.70680651,16.65795105,23.27542597,
Ghana,GHA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,31.91773152,33.99495044,25.13923346,19.50055418,37.2926417,25.57401701,22.49901339,16.06563109,15.76090955,21.35458953,28.36115161,
Gibraltar,GIB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Guinea,GIN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,85.25901055,18.23717893,-9.295135968,13.41599726,14.15475645,13.60504665,12.87217522,16.90941445,9.82941689,23.40567525,22.79863132,
Gambia,GMB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,17.84068215,11.19842799,7.267276412,14.6116061,9.004270626,,,,18.24893979,27.01091805,22.50801464,
Guinea-Bissau,GNB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,19.54588275,45.5221156,-5.389597297,4.994956468,48.77912003,27.19260895,9.338700724,2.81607555,6.055532337,0.253175207,9.092820913,
Guinea Ecuatorial,GNQ,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,22.07084029,-0.06087439,59.62054248,6.227836222,-15.85293288,-7.023271433,-21.04562649,-5.182366074,-0.708156387,-7.248015084,,
Grecia,GRC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Granada,GRD,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,3.154720516,0.361960012,-4.992946567,3.766713862,6.165865622,7.322879906,4.48198506,3.091291496,9.246219978,-2.02960034,-1.206664868,
Groenlandia,GRL,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Guatemala,GTM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,9.064348472,7.234983047,9.360682867,9.546575492,7.874714651,9.090033405,6.349587715,7.303292682,9.650642885,8.750106332,18.06584835,
Guam,GUM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Guyana,GUY,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,15.81026955,13.32351853,12.89387149,5.665083027,3.606067368,3.672146472,5.429132697,-0.691590046,5.982329775,14.37976997,14.50249374,
Ingreso alto,HIC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
"Hong Kong, Región Administrativa Especial",HKG,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,6.908698876,11.8637122,9.340468171,10.48409712,8.513625953,6.767250749,6.534045493,12.79762442,3.905239471,4.812193636,6.035561775,
Honduras,HND,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,9.785706372,12.38826659,6.979130426,8.269939645,13.24094379,7.809839128,15.7574843,12.76780036,7.37261108,11.60642453,18.37923485,
Países pobres muy endeudados (PPME),HPC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Croacia,HRV,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,12.62899851,1.550129333,-10.53771267,-1.45860639,0.890695375,4.693774444,4.566538674,3.837584939,8.307982314,3.892658285,11.51418162,
Haití,HTI,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,26.115979,6.843090074,7.16539633,7.566116537,7.739314892,23.76609728,19.11850704,8.498230995,19.15641761,13.73162623,4.223444376,
Hungría,HUN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,4.267200507,6.666574298,-4.636898067,7.809155967,2.495369924,5.681645204,7.238370669,7.787365346,11.81574978,8.149967044,21.09014421,
Sólo BIRF,IBD,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
BIRF y la AIF,IBT,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
total de la AIF,IDA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
mezcla de la AIF,IDB,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Indonesia,IDN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,15.40228777,16.42978385,14.95499248,12.77969794,11.87951936,8.996990076,10.02849882,8.275528079,6.290289124,6.540404881,12.53366087,
Sólo AIF,IDX,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Isla de Man,IMN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
India,IND,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,17.80217706,16.13758934,11.04569666,14.83153,10.5873816,10.61772456,6.800954124,10.43104371,10.51961998,10.51024843,12.4791379,
No clasificado,INX,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Irlanda,IRL,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
"Irán, República Islámica del",IRN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,24.58126221,20.16548884,33.9789195,26.03943021,35.09854237,24.36813009,27.95901454,,,,,
Iraq,IRQ,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,31.20627454,20.69449488,4.169426291,15.9670667,3.88416861,-9.099587009,7.026249793,2.642614006,2.728579641,8.439401522,15.91739029,
Islandia,ISL,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,-10.02115662,5.692728879,-4.568444774,4.654039688,5.786937813,5.572579344,-4.635265189,5.034190431,6.991795311,6.593995161,7.365364466,
Israel,ISR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,3.132653655,11.55630536,6.300583612,8.526735404,11.82546267,4.216003833,5.757492231,5.206347786,4.207045697,7.559024023,22.21806295,
Italia,ITA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Jamaica,JAM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,5.584874923,4.832576968,8.699607418,12.8163984,6.747214313,13.39696882,13.4310373,11.7159716,9.836012541,9.345652139,18.27751706,
Jordania,JOR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,9.223377478,2.697800119,-2.042080164,14.15544183,-4.161424953,7.54007365,4.343405255,-0.044576436,0.156451383,5.130433339,5.735275825,
Japón,JPN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,1.814560216,2.918055656,2.208911981,3.524874188,2.855783057,2.992423826,3.857295599,3.477622622,2.336598555,2.082443369,7.320515198,
Kazajstán,KAZ,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,13.29614151,14.96443237,7.901539797,10.21880444,10.37562541,33.78026744,15.60630936,-1.728715085,6.974804614,2.44409671,16.86381431,
Kenya,KEN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,22.3616747,19.15205419,14.39232274,15.27832513,26.52126265,16.0698099,3.890410344,9.008327563,10.12298105,6.017497589,13.27328449,
Kirguistán,KGZ,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,21.14512588,14.90817589,23.82937936,22.76430152,3.022142594,14.90297467,14.58294213,17.90865229,5.522748354,12.83349887,23.88059183,
Camboya,KHM,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,21.29990714,3.937990321,39.41026983,21.82265182,31.49669795,16.9971856,20.99997846,23.14297123,26.55125175,18.15230733,15.28724727,
Kiribati,KIR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Saint Kitts y Nevis,KNA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,6.414922833,9.662900726,11.97376015,11.03585331,10.69165677,4.85679117,-0.439056634,-2.466062562,-2.573961685,-15.1175873,-8.123249568,
"Corea, República de",KOR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,5.978876476,5.475861962,4.806465484,4.638891332,8.144493066,8.190748186,7.123156016,5.1047409,6.718773832,7.896985354,9.823762184,
Kuwait,KWT,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,2.966072031,8.240770344,6.465812589,9.759547743,3.690838934,1.840907569,4.495987085,3.826587212,3.926373086,-1.235985308,2.658392335,
América Latina y el Caribe (excluido altos ingresos),LAC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
República Democrática Popular Lao,LAO,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,39.12896387,,,,,,,,,,,
Líbano,LBN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,12.10499932,5.470996318,6.970164284,6.882344821,5.904803159,5.064880602,7.432701196,4.206223676,,,,
Liberia,LBR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,28.42399534,30.13969858,2.202179532,22.6450072,-7.953186858,8.710289744,-8.129628322,10.63870587,3.032534158,,,
Libia,LBY,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,-0.573334861,24.00042817,12.58263985,6.29444896,-0.338701264,12.50704492,22.07368061,15.22337347,-0.124646545,-2.088021881,15.95840074,
Santa Lucía,LCA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,1.821177403,3.202694993,3.279204161,2.990424452,2.831476513,5.418200804,1.003189107,2.87487062,4.959961256,-8.341667135,-12.68966687,
América Latina y el Caribe,LCN,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Países de ingreso bajo,LIC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Liechtenstein,LIE,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Sri Lanka,LKA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,15.79355064,49.98321853,17.62773614,16.22853388,14.50669809,17.03489287,16.18613223,17.40450491,11.41044894,8.323544318,,
Países de ingreso mediano bajo,LMC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Ingreso mediano y bajo,LMY,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Lesotho,LSO,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,22.36618965,3.198285913,7.343280765,21.16379956,3.951046011,12.55824735,-4.838594711,25.52607363,10.69407763,-8.994942824,17.11882803,
avanzada del dividendo demográfico,LTE,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Lituania,LTU,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Luxemburgo,LUX,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Letonia,LVA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
"Región Administrativa Especial de Macao, China",MAC,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,14.52200336,22.59172343,25.83101788,17.7311371,10.43501653,-3.003822002,12.61476683,11.07851304,10.14199659,5.536634934,0.703661849,
Isla de San Martín (parte francesa),MAF,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
Marruecos,MAR,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,4.195405743,6.438345872,4.518011101,3.088162985,6.19965031,5.690502032,4.736322589,5.545820788,4.060129461,3.77806066,8.361791419,
Mónaco,MCO,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,,,,,,,,,,,,
República de Moldova,MDA,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,13.62198148,10.60236627,20.8211023,26.51081898,5.081810502,-2.982447208,10.22312251,9.223629032,7.965808574,8.121622181,19.65549019,
Madagascar,MDG,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,11.75677989,16.93845264,7.570988896,3.647695837,10.77832792,16.52724631,18.47923458,18.09891823,11.95693577,6.978201637,11.04838579,
Maldivas,MDV,Crecimiento de la masa monetaria (% anual),FM.LBL.BMNY.ZG,14.64203824,20.00928573,4.927922866,18.37410417,14.86830121,12.1147986,-0.182480036,5.156978926,3.382038228,9.529385114,14.19237495,
